INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I172073460,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,21,,9/5/17 8:36,2017,9,Tuesday,8,Part Three,BROOKS ST,42.37624409,-71.03272932,"(42.37624409, -71.03272932)"
I152105899,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,A7,21,,12/23/15 18:34,2015,12,Wednesday,18,Part Three,BROOKS ST,42.37624409,-71.03272932,"(42.37624409, -71.03272932)"
I182001699,311,Robbery,ROBBERY - COMMERCIAL,A7,21,,1/7/18 21:01,2018,1,Sunday,21,Part One,BROOKS ST,42.37624409,-71.03272932,"(42.37624409, -71.03272932)"
I152106057,311,Robbery,ROBBERY - COMMERCIAL,A7,21,,12/24/15 10:11,2015,12,Thursday,10,Part One,BROOKS ST,42.37624409,-71.03272932,"(42.37624409, -71.03272932)"
I152075279,311,Robbery,ROBBERY - COMMERCIAL,A7,21,,9/10/15 16:27,2015,9,Thursday,16,Part One,BROOKS ST,42.37624409,-71.03272932,"(42.37624409, -71.03272932)"
I182007548,3410,Towed,TOWED MOTOR VEHICLE,A7,20,,1/29/18 9:25,2018,1,Monday,9,Part Three,BROOKS ST,42.37624409,-71.03272932,"(42.37624409, -71.03272932)"
I162063779,3410,Towed,TOWED MOTOR VEHICLE,A7,21,,8/8/16 21:40,2016,8,Monday,21,Part Three,BROOKS ST,42.37624409,-71.03272932,"(42.37624409, -71.03272932)"
I162027158,3410,Towed,TOWED MOTOR VEHICLE,A7,21,,4/8/16 10:21,2016,4,Friday,10,Part Three,BROOKS ST,42.37624409,-71.03272932,"(42.37624409, -71.03272932)"
I162013192,3410,Towed,TOWED MOTOR VEHICLE,A7,21,,2/19/16 9:39,2016,2,Friday,9,Part Three,BROOKS ST,42.37624409,-71.03272932,"(42.37624409, -71.03272932)"
I152073125,3410,Towed,TOWED MOTOR VEHICLE,A7,21,,9/3/15 3:05,2015,9,Thursday,3,Part Three,BROOKS ST,42.37624409,-71.03272932,"(42.37624409, -71.03272932)"
I162069226,1402,Vandalism,VANDALISM,A7,20,,8/26/16 6:50,2016,8,Friday,6,Part Two,BROOKS ST,42.37624409,-71.03272932,"(42.37624409, -71.03272932)"
I152097260,1402,Vandalism,VANDALISM,A7,20,,11/20/15 19:00,2015,11,Friday,19,Part Two,BROOKS ST,42.37624409,-71.03272932,"(42.37624409, -71.03272932)"
I172048329,423,Aggravated Assault,ASSAULT - AGGRAVATED,A7,23,,6/16/17 21:27,2017,6,Friday,21,Part One,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I152090431,423,Aggravated Assault,ASSAULT - AGGRAVATED,A7,23,,10/31/15 22:55,2015,10,Saturday,22,Part One,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I162044584,724,Auto Theft,AUTO THEFT,A7,23,,6/5/16 10:30,2016,6,Sunday,10,Part One,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172098889,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A7,23,,11/28/17 16:15,2017,11,Tuesday,16,Part Two,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I162027401,1844,Drug Violation,DRUGS - POSS CLASS C,A7,23,,4/9/16 2:48,2016,4,Saturday,2,Part Two,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I162000737,1844,Drug Violation,DRUGS - POSS CLASS C,A7,23,,1/3/16 13:33,2016,1,Sunday,13,Part Two,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172022313,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A7,23,,3/22/17 8:39,2017,3,Wednesday,8,Part Two,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I162092484,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A7,23,,11/11/16 17:34,2016,11,Friday,17,Part Two,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I152069663,3115,Investigate Person,INVESTIGATE PERSON,A7,23,,8/22/15 16:31,2015,8,Saturday,16,Part Three,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172055334,3114,Investigate Property,INVESTIGATE PROPERTY,A7,23,,7/9/17 6:57,2017,7,Sunday,6,Part Three,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I162050792,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,23,,6/26/16 15:25,2016,6,Sunday,15,Part One,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I162026065,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,23,,4/2/16 22:00,2016,4,Saturday,22,Part One,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172105451,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,23,,12/21/17 23:00,2017,12,Thursday,23,Part Three,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172073543,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A7,23,,9/5/17 10:34,2017,9,Tuesday,10,Part Three,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172070761,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,23,,8/26/17 21:44,2017,8,Saturday,21,Part Three,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I162038860,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,23,,5/18/16 16:31,2016,5,Wednesday,16,Part Three,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I162027531,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ¾DAMAGE,A7,23,,4/8/16 22:00,2016,4,Friday,22,Part Three,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172080288,2005,Offenses Against Child / Family,CHILD ENDANGERMENT,A7,23,,9/25/17 20:00,2017,9,Monday,20,Part Two,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I162027401,2102,Operating Under the Influence,OPERATING UNDER THE INFLUENCE DRUGS,A7,23,,4/9/16 2:48,2016,4,Saturday,2,Part Two,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172027789,2647,Other,THREATS TO DO BODILY HARM,A7,23,,4/9/17 20:00,2017,4,Sunday,20,Part Two,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I162022927,2647,Other,THREATS TO DO BODILY HARM,A7,23,,3/24/16 15:48,2016,3,Thursday,15,Part Two,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172033231,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,23,,4/28/17 19:21,2017,4,Friday,19,Part One,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I162087337,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,23,,10/24/16 22:39,2016,10,Monday,22,Part One,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172106144,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,23,,12/24/17 23:23,2017,12,Sunday,23,Part Two,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172055334,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,23,,7/9/17 6:57,2017,7,Sunday,6,Part Two,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172092945,1402,Vandalism,VANDALISM,A7,23,,11/6/17 17:03,2017,11,Monday,17,Part Two,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172084713,1402,Vandalism,VANDALISM,A7,23,,10/10/17 21:40,2017,10,Tuesday,21,Part Two,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I162008716,1402,Vandalism,VANDALISM,A7,23,,2/1/16 20:03,2016,2,Monday,20,Part Two,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I152076165,1402,Vandalism,VANDALISM,A7,23,,8/28/15 20:00,2015,8,Friday,20,Part Two,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I162066922,3301,Verbal Disputes,VERBAL DISPUTE,A7,23,,8/18/16 17:04,2016,8,Thursday,17,Part Three,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I162042368,3301,Verbal Disputes,VERBAL DISPUTE,A7,23,,5/30/16 13:33,2016,5,Monday,13,Part Three,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172090348,3125,Warrant Arrests,WARRANT ARREST,A7,23,,10/29/17 5:23,2017,10,Sunday,5,Part Three,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172073489,3125,Warrant Arrests,WARRANT ARREST,A7,23,,9/5/17 10:34,2017,9,Tuesday,10,Part Three,SARATOGA ST,42.37628888,-71.03720048,"(42.37628888, -71.03720048)"
I172032763,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A7,23,,4/27/17 11:41,2017,4,Thursday,11,Other,MARION ST,42.37633519,-71.03604485,"(42.37633519, -71.03604485)"
I172090731,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A7,23,,10/30/17 12:00,2017,10,Monday,12,Part Two,MARION ST,42.37633519,-71.03604485,"(42.37633519, -71.03604485)"
I182007103,3114,Investigate Property,INVESTIGATE PROPERTY,A7,23,,1/13/18 0:00,2018,1,Saturday,0,Part Three,MARION ST,42.37633519,-71.03604485,"(42.37633519, -71.03604485)"
I162047481,2647,Other,THREATS TO DO BODILY HARM,A7,23,,6/14/16 22:55,2016,6,Tuesday,22,Part Two,MARION ST,42.37633519,-71.03604485,"(42.37633519, -71.03604485)"
I182003924,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,A7,23,,1/15/18 14:01,2018,1,Monday,14,Part One,MARION ST,42.37633519,-71.03604485,"(42.37633519, -71.03604485)"
I172085315,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,23,,10/12/17 8:50,2017,10,Thursday,8,Part One,MARION ST,42.37633519,-71.03604485,"(42.37633519, -71.03604485)"
I172020938,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,23,,3/17/17 17:01,2017,3,Friday,17,Part Two,MARION ST,42.37633519,-71.03604485,"(42.37633519, -71.03604485)"
I162106178,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,23,,12/30/16 18:39,2016,12,Friday,18,Part Two,MARION ST,42.37633519,-71.03604485,"(42.37633519, -71.03604485)"
I152099721,3410,Towed,TOWED MOTOR VEHICLE,A7,23,,12/3/15 1:01,2015,12,Thursday,1,Part Three,MARION ST,42.37633519,-71.03604485,"(42.37633519, -71.03604485)"
I162097670,1402,Vandalism,VANDALISM,A7,23,,11/29/16 22:45,2016,11,Tuesday,22,Part Two,MARION ST,42.37633519,-71.03604485,"(42.37633519, -71.03604485)"
I162079084,1402,Vandalism,VANDALISM,A7,23,,9/26/16 23:30,2016,9,Monday,23,Part Two,MARION ST,42.37633519,-71.03604485,"(42.37633519, -71.03604485)"
I172010733,3301,Verbal Disputes,VERBAL DISPUTE,A7,23,,2/9/17 0:52,2017,2,Thursday,0,Part Three,MARION ST,42.37633519,-71.03604485,"(42.37633519, -71.03604485)"
I152063845,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A7,26,,8/2/15 18:17,2015,8,Sunday,18,Part Two,MERIDIAN ST,42.37635155,-71.03913166,"(42.37635155, -71.03913166)"
I182005475,724,Auto Theft,AUTO THEFT,A7,20,,1/20/18 22:00,2018,1,Saturday,22,Part One,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I152092371,724,Auto Theft,AUTO THEFT,A7,20,,11/6/15 23:33,2015,11,Friday,23,Part One,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I182005475,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A7,20,,1/20/18 22:00,2018,1,Saturday,22,Other,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162031553,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,20,,4/23/16 17:21,2016,4,Saturday,17,Part Two,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I152057009,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,20,,7/10/15 16:00,2015,7,Friday,16,Part Two,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162055760,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",A7,20,,7/13/16 15:53,2016,7,Wednesday,15,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I172048307,2629,Harassment,HARASSMENT,A7,20,,6/16/17 20:09,2017,6,Friday,20,Part Two,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I172078579,3115,Investigate Person,INVESTIGATE PERSON,A7,20,,9/21/17 12:07,2017,9,Thursday,12,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162088707,3115,Investigate Person,INVESTIGATE PERSON,A7,20,,10/30/16 0:15,2016,10,Sunday,0,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I182012165,619,Larceny,LARCENY ALL OTHERS,A7,20,,2/15/18 14:57,2018,2,Thursday,14,Part One,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I172091918,619,Larceny,LARCENY ALL OTHERS,A7,20,,10/28/17 0:00,2017,10,Saturday,0,Part One,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162067479,619,Larceny,LARCENY ALL OTHERS,A7,20,,8/19/16 10:25,2016,8,Friday,10,Part One,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162016055,617,Larceny,LARCENY THEFT FROM BUILDING,A7,20,,2/25/16 20:30,2016,2,Thursday,20,Part One,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I172065027,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,20,,8/8/17 21:44,2017,8,Tuesday,21,Part One,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I172097615,3007,Medical Assistance,SUDDEN DEATH,A7,20,,11/23/17 2:23,2017,11,Thursday,2,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I172035120,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,20,,5/4/17 19:59,2017,5,Thursday,19,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162031553,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,20,,4/23/16 17:21,2016,4,Saturday,17,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I152093587,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,20,,11/11/15 1:42,2015,11,Wednesday,1,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I172035016,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,20,,5/3/17 15:30,2017,5,Wednesday,15,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162092909,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,20,,11/12/16 7:00,2016,11,Saturday,7,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I152092132,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,20,,11/3/15 5:30,2015,11,Tuesday,5,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I172082734,3501,Missing Person Reported,MISSING PERSON,A7,20,,10/2/17 9:30,2017,10,Monday,9,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I172035016,3501,Missing Person Reported,MISSING PERSON,A7,20,,5/3/17 15:30,2017,5,Wednesday,15,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I152092132,3501,Missing Person Reported,MISSING PERSON,A7,20,,11/3/15 5:30,2015,11,Tuesday,5,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I152073210,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,20,,8/31/15 19:06,2015,8,Monday,19,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I172065264,2647,Other,THREATS TO DO BODILY HARM,A7,20,,8/9/17 16:00,2017,8,Wednesday,16,Part Two,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162093960,2647,Other,THREATS TO DO BODILY HARM,A7,20,,11/16/16 20:46,2016,11,Wednesday,20,Part Two,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162062970,2647,Other,THREATS TO DO BODILY HARM,A7,20,,8/6/16 1:49,2016,8,Saturday,1,Part Two,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I152095202,2647,Other,THREATS TO DO BODILY HARM,A7,20,,11/9/15 12:40,2015,11,Monday,12,Part Two,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I172045141,3201,Property Lost,PROPERTY - LOST,A7,20,,6/6/17 16:00,2017,6,Tuesday,16,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162015478,3201,Property Lost,PROPERTY - LOST,A7,20,,2/12/16 20:00,2016,2,Friday,20,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162036387,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,20,,5/9/16 15:00,2016,5,Monday,15,Part One,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I152062926,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,A7,20,,7/30/15 12:40,2015,7,Thursday,12,Part One,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I172050080,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,20,,6/22/17 4:02,2017,6,Thursday,4,Part Two,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I172048279,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,20,,6/16/17 17:48,2017,6,Friday,17,Part Two,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162011763,3410,Towed,TOWED MOTOR VEHICLE,A7,20,,2/13/16 15:32,2016,2,Saturday,15,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I152106643,3410,Towed,TOWED MOTOR VEHICLE,A7,20,,12/27/15 2:00,2015,12,Sunday,2,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162095144,1402,Vandalism,VANDALISM,A7,20,,11/20/16 20:05,2016,11,Sunday,20,Part Two,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162036387,1402,Vandalism,VANDALISM,A7,20,,5/9/16 15:00,2016,5,Monday,15,Part Two,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I172104639,3301,Verbal Disputes,VERBAL DISPUTE,A7,20,,12/19/17 5:28,2017,12,Tuesday,5,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I172083724,3301,Verbal Disputes,VERBAL DISPUTE,A7,20,,10/7/17 15:23,2017,10,Saturday,15,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162019460,3301,Verbal Disputes,VERBAL DISPUTE,A7,20,,3/12/16 18:45,2016,3,Saturday,18,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162002893,3301,Verbal Disputes,VERBAL DISPUTE,A7,20,,1/11/16 14:31,2016,1,Monday,14,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I182008350,3170,Other,INTIMIDATING WITNESS,A7,20,,2/1/18 7:00,2018,2,Thursday,7,Part Three,BROOKS ST,42.37640217,-71.03297149,"(42.37640217, -71.03297149)"
I182008350,301,Robbery,ROBBERY - STREET,A7,20,,2/1/18 7:00,2018,2,Thursday,7,Part One,BROOKS ST,42.37640217,-71.03297149,"(42.37640217, -71.03297149)"
I162060810,301,Robbery,ROBBERY - STREET,A7,20,,7/29/16 23:20,2016,7,Friday,23,Part One,BROOKS ST,42.37640217,-71.03297149,"(42.37640217, -71.03297149)"
I162052553,1402,Vandalism,VANDALISM,A7,20,,7/1/16 23:00,2016,7,Friday,23,Part Two,BROOKS ST,42.37640217,-71.03297149,"(42.37640217, -71.03297149)"
I152053760,1402,Vandalism,VANDALISM,A7,20,,6/28/15 20:30,2015,6,Sunday,20,Part Two,BROOKS ST,42.37640217,-71.03297149,"(42.37640217, -71.03297149)"
I172015793,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,22,,2/27/17 1:37,2017,2,Monday,1,Part One,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I152073692,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,23,,9/4/15 22:28,2015,9,Friday,22,Part One,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172028458,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A7,22,,2/6/17 9:00,2017,2,Monday,9,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I162012505,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A7,23,,2/16/16 18:18,2016,2,Tuesday,18,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I162005669,1107,Fraud,FRAUD - IMPERSONATION,A7,22,,7/1/15 12:00,2015,7,Wednesday,12,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172064425,3115,Investigate Person,INVESTIGATE PERSON,A7,23,,8/7/17 8:22,2017,8,Monday,8,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I182009356,619,Larceny,LARCENY ALL OTHERS,A7,23,,2/5/18 1:17,2018,2,Monday,1,Part One,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172000793,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,22,,1/4/17 6:35,2017,1,Wednesday,6,Part One,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I162051363,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,23,,6/22/16 12:00,2016,6,Wednesday,12,Part One,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I152092769,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,23,,11/8/15 12:11,2015,11,Sunday,12,Part One,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I182009826,3205,License Plate Related Incidents,M/V PLATES - LOST,A7,23,,2/3/18 17:00,2018,2,Saturday,17,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I152102996,3111,License Violation,LICENSE PREMISE VIOLATION,A7,23,,12/14/15 0:10,2015,12,Monday,0,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172096297,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A7,23,,11/18/17 13:36,2017,11,Saturday,13,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172096287,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A7,23,,11/18/17 10:45,2017,11,Saturday,10,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172072317,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,23,,9/1/17 0:03,2017,9,Friday,0,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172016122,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,23,,2/27/17 23:14,2017,2,Monday,23,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172102369,3821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,A7,23,,12/10/17 14:37,2017,12,Sunday,14,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172096559,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,22,,11/19/17 10:30,2017,11,Sunday,10,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I172091823,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,22,,11/2/17 22:42,2017,11,Thursday,22,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I162019932,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ¾DAMAGE,A7,22,,3/14/16 13:07,2016,3,Monday,13,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I152066064,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A7,23,,8/10/15 10:50,2015,8,Monday,10,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I152050006,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,23,,6/16/15 19:07,2015,6,Tuesday,19,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I162056724,2647,Other,THREATS TO DO BODILY HARM,A7,23,,7/16/16 19:56,2016,7,Saturday,19,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I152056093,2604,Other,EXTORTION OR BLACKMAIL,A7,23,,7/7/15 17:27,2015,7,Tuesday,17,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I152055228,2647,Other,THREATS TO DO BODILY HARM,A7,22,,7/4/15 16:24,2015,7,Saturday,16,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I162044426,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A7,23,,6/6/16 9:11,2016,6,Monday,9,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
I152095206,3201,Property Lost,PROPERTY - LOST,A7,23,,11/9/15 12:00,2015,11,Monday,12,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)"
